[1580,WrappedArray([640,5.7868204], [1341,5.7727046], [5072,5.496954], [2441,5.4852257], [3254,5.360487], [5379,5.3576975], [1751,5.2752166], [283,5.260925], [2867,5.2539496], [41,5.2097774])]
[2769,WrappedArray([5297,8.1042795], [2252,7.7056303], [4209,7.4475203], [491,7.3634667], [5760,7.34888], [4325,6.95634], [1024,6.951257], [3969,6.872434], [3448,6.829343], [4753,6.778618])]
[3850,WrappedArray([4383,17.096071], [1394,14.321543], [221,12.483554], [1076,12.341058], [1664,12.238498], [527,11.921492], [947,11.905025], [378,11.850755], [4398,11.645573], [2441,11.60748])]
[3860,WrappedArray([5328,12.303535], [4383,12.092307], [1394,10.698997], [1416,10.669806], [5525,10.05139], [3915,10.022614], [4419,9.724811], [5214,9.433508], [423,9.352573], [4707,9.290641])]
[2641,WrappedArray([3222,5.294496], [3009,5.0978847], [407,5.037543], [775,4.8994455], [6027,4.825725], [215,4.745092], [1541,4.7304387], [1307,4.717762], [4264,4.7146034], [3902,4.712326])]
[3031,WrappedArray([1394,7.111233], [2138,7.0933723], [2713,6.6866803], [430,6.4417663], [4504,6.2494793], [4383,5.9867363], [5783,5.6701093], [1713,5.6662216], [3667,5.5436454], [572,5.235857])]
[1502,WrappedArray([527,14.019669], [378,13.935381], [3573,13.616291], [1277,12.945915], [5588,12.197844], [3542,12.027083], [2037,11.877738], [3959,11.608323], [1867,11.533275], [206,11.385681])]
[3592,WrappedArray([947,8.1983595], [112,7.6575074], [3359,7.63288], [2930,7.5115905], [4317,7.2175026], [5515,6.944646], [5642,6.922288], [3862,6.9060144], [1813,6.8889356], [5202,6.654469])]
[1354,WrappedArray([4441,8.315614], [2037,8.147159], [2640,7.777448], [4751,7.774904], [2920,7.551064], [3144,7.522213], [3186,7.4905133], [870,7.3240786], [1515,7.3197694], [5245,7.127907])]
[3375,WrappedArray([407,9.413082], [4358,8.782348], [614,8.678741], [3805,8.649174], [4264,8.511832], [5297,8.341602], [3642,8.269871], [1327,8.265848], [1541,8.02617], [3870,7.9553547])]
[3855,WrappedArray([4441,11.112463], [668,8.793534], [418,8.215623], [2502,8.196997], [4125,7.971037], [2640,7.9116077], [540,7.8796616], [2560,7.828923], [2037,7.809182], [4383,7.566852])]
[2397,WrappedArray([5642,9.758781], [1596,9.285049], [589,7.9234114], [4996,7.7697387], [5725,7.691478], [2037,7.6710787], [3455,7.549369], [2977,7.386675], [540,7.36486], [1653,7.2100806])]
[658,WrappedArray([4996,3.297949], [2037,3.231486], [5725,3.1452808], [5642,3.144313], [665,3.0897753], [2134,2.994258], [5202,2.9911351], [1596,2.97189], [540,2.9672282], [1445,2.9522586])]
[50,WrappedArray([2441,6.583561], [356,5.8446364], [3856,5.7867026], [5152,5.7552204], [5529,5.6758227], [5221,5.6725745], [1557,5.6586027], [4074,5.642959], [3144,5.631871], [597,5.6206617])]
[750,WrappedArray([1341,6.8024898], [2640,6.445774], [3144,6.428004], [2269,6.333365], [1515,6.3137083], [3703,6.170147], [5133,6.1619964], [2930,6.0365963], [5202,6.016965], [902,5.905765])]
[1660,WrappedArray([128,5.746682], [3723,5.5340486], [2549,5.494575], [3165,5.347034], [1416,5.2716637], [1417,5.173304], [5476,5.1295147], [3405,5.0739355], [5758,5.0668945], [3222,5.0089164])]
[771,WrappedArray([947,9.747487], [1394,8.731498], [3009,8.728982], [3911,8.647446], [1083,8.367827], [2494,8.1531925], [4383,8.084499], [2385,8.0335], [5525,8.021237], [2434,7.9886937])]
[951,WrappedArray([2640,7.4170303], [2269,6.728551], [799,6.5443835], [4751,6.515148], [527,6.41489], [1341,6.288065], [4,6.2530046], [3144,6.241716], [4175,6.1929617], [2930,6.1358995])]
[2431,WrappedArray([3222,6.795079], [4844,6.119557], [2560,6.111527], [1596,5.953103], [2884,5.827888], [2449,5.7980633], [5856,5.795686], [775,5.736645], [3008,5.715476], [448,5.6788116])]
[3061,WrappedArray([2640,7.6251884], [4751,6.5703974], [4565,6.5244412], [3144,6.3841987], [153,6.2833147], [1213,6.1710014], [4672,6.0688353], [4745,6.052213], [4383,6.0265636], [2441,6.024781])]
[2482,WrappedArray([1384,9.973067], [700,9.261464], [4427,9.117645], [1024,8.98637], [2151,8.872028], [4441,8.853805], [2673,8.836684], [4199,8.821825], [1914,8.770363], [418,8.760411])]
[1214,WrappedArray([3165,6.191854], [3009,6.1743174], [3870,6.01124], [5867,5.8421826], [2694,5.753948], [1428,5.708412], [2434,5.666917], [1414,5.6615663], [4982,5.628678], [3149,5.622592])]
[1414,WrappedArray([1098,6.771219], [356,5.876826], [642,5.80914], [108,5.7872963], [2545,5.6865644], [2441,5.6675954], [5258,5.6544347], [606,5.632271], [5067,5.600272], [3141,5.5950947])]
[3644,WrappedArray([144,7.668114], [2721,7.192041], [1989,7.0669456], [2269,6.924937], [1907,6.8597264], [2930,6.7634964], [1493,6.707829], [2347,6.667471], [98,6.5661607], [576,6.521713])]
[2395,WrappedArray([1445,6.5455647], [870,6.272948], [2134,6.0178447], [5202,5.883292], [3856,5.8305707], [1452,5.7095494], [381,5.6434345], [2813,5.612187], [4358,5.6049805], [269,5.553028])]
[2787,WrappedArray([947,6.2458525], [614,6.121301], [3009,6.0321283], [5328,5.7526903], [741,5.5489554], [4358,5.381494], [3911,5.2980285], [389,5.232932], [3818,5.2121058], [4264,5.161259])]
[3467,WrappedArray([2640,7.325406], [3144,7.158614], [2252,6.89246], [2920,6.45517], [1414,6.387207], [4751,6.3788877], [4676,6.3016357], [1385,6.300764], [399,6.229747], [5004,6.2225504])]
[3807,WrappedArray([3144,6.3175416], [4751,5.775489], [4565,5.7584705], [2697,5.6718736], [399,5.5828967], [1414,5.500197], [2640,5.365796], [1830,5.288601], [799,5.2169333], [89,5.155792])]
[518,WrappedArray([3222,6.3498917], [653,6.2598433], [1596,6.045511], [5756,6.025592], [5328,6.0220265], [5052,5.789604], [540,5.5536404], [423,5.426333], [4056,5.328579], [283,5.293745])]
[3168,WrappedArray([2549,6.3072815], [2821,6.183856], [341,6.058137], [1385,6.0494123], [5760,5.9345994], [5756,5.8883395], [2297,5.8811955], [4669,5.7574015], [4424,5.7472963], [4069,5.6834326])]
[3518,WrappedArray([1596,6.9419436], [1277,6.355988], [4996,5.814982], [653,5.813971], [5243,5.715535], [2851,5.686043], [1341,5.5360374], [3573,5.4488215], [4166,5.422937], [2881,5.3616023])]
[2290,WrappedArray([1445,7.0440636], [3856,6.511055], [68,6.030781], [2467,5.7879667], [269,5.71264], [6022,5.699605], [640,5.6750016], [41,5.6373563], [1456,5.632742], [1341,5.594065])]
[3600,WrappedArray([4264,6.845566], [2697,6.697381], [5258,6.240885], [3165,6.218548], [89,6.072426], [1346,5.9736176], [5328,5.928569], [4549,5.900448], [3571,5.796934], [3723,5.791322])]
[2671,WrappedArray([2441,7.1212726], [4660,5.782626], [5297,5.739877], [5606,5.732616], [2560,5.7203426], [2364,5.707092], [4068,5.650445], [2160,5.5887766], [4778,5.53742], [668,5.4506845])]
[1102,WrappedArray([2160,2.8737984], [4844,2.761071], [5258,2.696001], [3222,2.6161935], [3480,2.6082191], [4392,2.5968773], [3723,2.591401], [3141,2.577421], [2441,2.5680497], [1485,2.5496302])]
[2012,WrappedArray([3222,5.725996], [1713,5.6910486], [101,5.3647356], [5328,5.3005743], [3009,5.282231], [3480,5.2820287], [3902,5.280515], [5160,5.2579293], [283,5.2543473], [5783,5.2328134])]
[2462,WrappedArray([2138,5.9712605], [572,5.388937], [1319,5.213535], [153,5.1681495], [2441,5.1566014], [2713,5.1185503], [1070,5.1098804], [2879,5.062764], [4504,4.9278326], [4427,4.85729])]
[3682,WrappedArray([5867,6.194661], [4850,6.176094], [3222,6.097641], [3165,6.0946054], [775,6.057381], [4583,5.8156233], [5052,5.8079896], [5760,5.673515], [6027,5.624235], [2697,5.6193366])]
[293,WrappedArray([3856,5.745612], [640,5.743672], [1341,5.7227135], [2467,5.660967], [4912,5.4551663], [4074,5.4546146], [356,5.381348], [283,5.3503103], [4166,5.3162193], [5814,5.2797666])]
[1343,WrappedArray([5204,5.5806684], [1307,5.568161], [3723,5.491485], [2297,5.4800816], [775,5.4781113], [2339,5.4509783], [158,5.4287705], [5003,5.414181], [5756,5.4051757], [3222,5.379378])]
[404,WrappedArray([2441,6.6552305], [4801,6.1188836], [283,6.1156363], [101,6.069888], [2160,6.0016165], [3141,6.001191], [4068,5.9795604], [2339,5.950601], [3549,5.93748], [4264,5.9192924])]
[3776,WrappedArray([5052,10.085712], [5328,9.969711], [423,9.877868], [1445,9.491836], [606,9.441234], [4565,9.2867], [3186,9.149531], [2697,8.776556], [642,8.693295], [2502,8.62368])]
[267,WrappedArray([3222,8.205005], [1460,7.074325], [2821,6.974278], [775,6.8887863], [4850,6.767322], [4545,6.644722], [653,6.5706663], [4583,6.530677], [4633,6.5031314], [4056,6.3771753])]
[527,WrappedArray([2441,6.9923763], [2640,5.901885], [3870,5.8541512], [1054,5.7819595], [1341,5.7568913], [3306,5.7132106], [668,5.689904], [5125,5.687612], [5794,5.671998], [3820,5.6273513])]
[1639,WrappedArray([5642,6.438323], [5725,6.0781093], [4427,6.0182486], [4074,5.6712584], [5515,5.6044474], [2879,5.5726004], [3856,5.5365653], [2441,5.497695], [4358,5.4953036], [3463,5.486889])]
[3429,WrappedArray([2640,7.101163], [1341,6.633887], [3144,6.2688847], [668,5.816001], [902,5.7942414], [1515,5.6940017], [41,5.6672072], [3703,5.655727], [1371,5.6402764], [5072,5.6306224])]
[3190,WrappedArray([144,6.1248846], [2821,5.545419], [4850,5.444393], [653,5.146419], [5320,4.997008], [983,4.9183164], [2329,4.906495], [576,4.9043517], [3222,4.893277], [4672,4.847458])]
[1611,WrappedArray([2037,7.313595], [5152,6.7783566], [745,6.5193605], [353,6.422338], [1596,6.370001], [5588,6.3654885], [1277,6.319325], [1098,6.200103], [5467,6.1495447], [5075,6.095366])]
[2091,WrappedArray([5328,7.956226], [527,6.5482445], [423,6.4638133], [3480,6.207963], [4398,6.179099], [1713,6.124215], [553,6.047316], [283,6.024934], [5052,6.003194], [430,5.9520454])]
[3131,WrappedArray([2640,5.374179], [4,5.197634], [1416,5.1863756], [3723,5.167369], [2549,5.1502748], [128,4.9293776], [440,4.825281], [5152,4.7592607], [126,4.7419076], [4761,4.7416887])]
[1442,WrappedArray([4383,7.7084885], [5525,6.7710094], [2252,6.6908565], [1394,6.5968595], [3723,6.479613], [3322,6.1777916], [1914,6.119772], [5214,6.0580316], [364,6.040497], [2686,6.0183287])]
[793,WrappedArray([5882,10.115007], [700,10.095516], [3714,9.92318], [98,9.361445], [2920,9.321812], [2821,9.198399], [144,9.1396675], [2292,9.093137], [2252,9.061439], [365,9.044722])]
[1333,WrappedArray([1414,5.967448], [399,5.940007], [3144,5.9085307], [3165,5.768591], [4158,5.6830993], [2697,5.6645103], [3009,5.6398864], [3405,5.6328244], [2640,5.603076], [283,5.5551143])]
[1704,WrappedArray([2441,6.748729], [2160,5.900262], [1054,5.679536], [5651,5.6672473], [5125,5.56365], [418,5.5599666], [3306,5.541474], [210,5.5324354], [4660,5.5193934], [2252,5.5023146])]
[3014,WrappedArray([5328,7.467097], [3915,7.3608427], [653,6.701714], [5052,6.5527716], [4158,6.480703], [1307,6.343756], [1385,6.3388815], [5051,6.335727], [2373,6.2826276], [6027,6.2778425])]
[3724,WrappedArray([2640,6.751238], [2549,6.7381415], [4,5.898048], [3714,5.745475], [2821,5.6202464], [144,5.6046405], [932,5.5560203], [2851,5.431594], [4372,5.420659], [2252,5.4124103])]
[45,WrappedArray([4424,6.335258], [1385,6.3042083], [4158,5.9437733], [3897,5.823737], [5245,5.796437], [870,5.684453], [2134,5.672954], [3703,5.6075106], [2640,5.603619], [2920,5.546925])]
[1715,WrappedArray([1083,15.267569], [1394,15.089032], [2686,13.995469], [364,13.951773], [1914,13.935007], [3642,13.589355], [1416,13.514896], [2432,12.24827], [4941,12.110987], [3480,11.861896])]
[977,WrappedArray([2441,3.2282755], [2160,2.7400582], [6031,2.5976903], [3254,2.5293021], [4504,2.5154524], [3932,2.5015345], [640,2.4665704], [1751,2.458709], [5830,2.456436], [494,2.45333])]
[938,WrappedArray([2549,6.91201], [364,6.710556], [2358,6.6082897], [4941,6.473482], [1083,6.3839207], [2432,6.3363876], [1652,6.3058767], [3552,6.289857], [1416,6.2644396], [1756,6.2477674])]
[2608,WrappedArray([947,4.5600195], [906,4.3698077], [395,4.2841673], [5515,4.1839747], [4074,4.174662], [3772,4.057332], [206,3.9879017], [3463,3.9787724], [2357,3.9625876], [1840,3.93434])]
[2788,WrappedArray([1341,6.3939867], [1277,6.0453453], [121,5.7683697], [2467,5.7606783], [3144,5.7157464], [640,5.688592], [2096,5.6832123], [4175,5.664986], [3703,5.658842], [283,5.622714])]
[3618,WrappedArray([1445,6.0499973], [870,5.857637], [606,5.8401594], [4125,5.819428], [1098,5.640849], [4441,5.596818], [642,5.4359803], [1535,5.41504], [356,5.376221], [2311,5.355243])]
[569,WrappedArray([3480,6.2847557], [3723,6.0243006], [5328,5.6661806], [1416,5.628451], [5258,5.6209464], [4264,5.5629983], [4844,5.461716], [1282,5.4132147], [527,5.362678], [2623,5.3422294])]
[769,WrappedArray([756,9.399954], [4358,8.7463045], [4267,8.458511], [4703,7.843218], [108,7.6783824], [5407,7.6403213], [5760,7.5232835], [1864,7.470606], [619,7.3096395], [1459,7.280518])]
[2309,WrappedArray([527,7.112126], [906,6.9928255], [378,6.8844476], [3235,6.7555723], [1840,6.7435102], [2467,6.7173615], [206,6.714979], [3009,6.6825333], [947,6.5765], [784,6.568725])]
[1320,WrappedArray([4583,5.6058793], [775,5.5778112], [3222,5.506344], [5052,5.4919486], [653,5.234655], [283,5.225055], [4850,5.2183223], [5560,5.14615], [5863,5.1290407], [2297,5.0493255])]
[3640,WrappedArray([3642,9.458939], [879,9.007096], [1083,8.758967], [2686,8.657694], [4358,8.550948], [407,8.352569], [221,8.335916], [2979,7.7835765], [878,7.781597], [4383,7.6948605])]
[952,WrappedArray([3552,5.9109054], [2697,5.8636723], [693,5.82286], [5358,5.6190877], [2902,5.5429554], [1541,5.5402527], [3177,5.4285574], [2640,5.40669], [799,5.3736687], [3165,5.343458])]
[3182,WrappedArray([3144,7.9985147], [1445,7.9052553], [1098,7.768602], [642,7.4745836], [3703,7.364341], [1808,7.1634207], [5133,7.0007453], [1411,6.993922], [1862,6.917863], [1412,6.913182])]
[3742,WrappedArray([2640,8.87716], [4751,7.480227], [3714,7.247432], [4,7.0778046], [144,6.591828], [4672,6.58934], [2269,6.509566], [1829,6.4899464], [799,6.4264116], [2191,6.422364])]
[2553,WrappedArray([1864,6.2510543], [4158,5.9481316], [3009,5.911127], [1270,5.7090263], [5328,5.680362], [4383,5.646413], [3627,5.582298], [3405,5.526551], [4424,5.4017453], [5052,5.3606625])]
[3463,WrappedArray([144,6.666119], [2821,6.554034], [1989,5.7795677], [3169,5.7757373], [576,5.3055806], [1907,5.1127543], [98,5.1094346], [1126,5.0362253], [5882,5.0269766], [5760,4.9923553])]
[216,WrappedArray([4427,7.916418], [1394,7.382879], [1384,7.37117], [2879,7.1837816], [5642,7.107255], [3915,7.066077], [2735,7.041909], [2400,6.9318395], [4597,6.896354], [4282,6.833137])]
[2986,WrappedArray([5052,6.03519], [3222,5.2676063], [5328,5.1736426], [4191,5.0436625], [1307,4.782183], [775,4.7528276], [2373,4.73434], [1460,4.7163267], [3902,4.684507], [283,4.6814685])]
[3646,WrappedArray([2441,6.2029104], [1070,5.353687], [6031,5.26045], [2763,5.256817], [4660,5.0629807], [5816,5.0480256], [87,4.891901], [986,4.867391], [5606,4.8253655], [1314,4.7419286])]
[1667,WrappedArray([2549,8.298757], [3222,7.712284], [653,7.2872987], [5328,7.2542586], [2821,7.1988397], [4974,7.0878463], [5756,7.070942], [2502,6.6061306], [540,6.549232], [4753,6.4793262])]
[759,WrappedArray([2441,9.556601], [4383,8.47534], [2930,7.9046516], [5467,7.761334], [3097,7.658263], [3144,7.6547565], [5125,7.629045], [5152,7.564718], [5145,7.5324984], [2479,7.53075])]
[1039,WrappedArray([2549,5.3034616], [128,5.1707754], [5133,5.1276293], [1417,5.1200995], [3846,5.07563], [4,5.0716586], [3103,5.0480514], [1428,5.0380964], [2269,5.0299067], [5116,5.027374])]
[320,WrappedArray([1394,14.06104], [1083,12.568786], [4383,12.282469], [4399,10.471306], [1829,9.749541], [947,9.575595], [2640,9.439513], [4751,9.395123], [430,9.305014], [2151,9.086803])]
[261,WrappedArray([527,7.4050503], [2640,7.2835946], [1213,6.9277816], [1416,6.7522826], [4941,6.465687], [799,6.3887787], [3061,6.152949], [213,6.142928], [6017,6.138568], [4645,6.0835295])]
[2722,WrappedArray([1070,5.632367], [3915,5.342499], [3286,5.321712], [606,5.3033113], [979,5.1505303], [5297,5.148831], [572,5.0497828], [2697,5.0448604], [2364,5.039272], [2763,4.9645796])]
[2952,WrappedArray([3144,7.4253335], [1098,6.865882], [5133,6.7898493], [108,6.755119], [1445,6.742317], [3703,6.4677043], [1515,6.463033], [642,6.4362774], [341,6.3932824], [2044,6.374543])]
[3462,WrappedArray([2640,8.399619], [3714,7.327264], [3144,7.2486906], [144,7.129042], [4751,6.8563986], [4,6.810824], [2191,6.760711], [2269,6.743943], [1515,6.6372404], [1341,6.6271605])]
[2793,WrappedArray([5328,6.4807825], [5052,5.9690976], [283,5.353703], [423,5.336142], [1070,5.2308974], [4158,5.2175584], [3915,5.1014023], [1307,5.085979], [4801,5.052144], [553,5.0360384])]
[3393,WrappedArray([5328,7.895676], [1754,7.500922], [5642,7.058947], [653,6.706019], [1914,6.6902657], [3915,6.595621], [589,6.5428095], [4974,6.361303], [5160,6.3187513], [3222,6.259833])]
[1864,WrappedArray([4056,12.137775], [5052,10.749573], [1460,9.739048], [4244,9.205541], [341,9.205321], [3645,9.05665], [3396,9.02031], [4583,8.848514], [5662,8.554583], [108,8.344573])]
[3414,WrappedArray([144,8.284517], [5549,7.6793485], [2640,7.377326], [3144,7.3334107], [468,7.0060573], [440,6.677617], [4745,6.4784803], [2252,6.469805], [5945,6.4316998], [4672,6.358711])]
[1325,WrappedArray([1070,6.7149334], [5549,6.0247903], [5882,5.950668], [979,5.8722625], [3144,5.746677], [2040,5.676603], [1314,5.659514], [4419,5.278806], [1102,5.2418103], [3663,5.208759])]
[1405,WrappedArray([4358,7.4781175], [1327,7.1257997], [614,6.9552965], [947,6.8494897], [2879,6.6769238], [1864,6.5112414], [3617,6.345909], [751,6.2163525], [3805,6.2084436], [741,6.119575])]
[1655,WrappedArray([2373,6.8160305], [5052,6.753038], [700,6.592758], [653,6.44764], [809,6.3601108], [2735,6.1705337], [3915,6.163967], [2195,6.1243114], [5400,5.9795117], [5328,5.9332514])]
[946,WrappedArray([3144,8.190752], [3870,7.7774844], [2697,7.585441], [4565,7.208148], [4751,7.0148845], [399,6.9620824], [2640,6.748505], [4493,6.6795573], [1414,6.612595], [3165,6.5671988])]
[1447,WrappedArray([1596,7.382066], [68,6.7095904], [3856,6.5099597], [5642,6.4702954], [1341,6.3199105], [5756,6.2720103], [4996,6.170057], [41,6.1480827], [4974,6.0465813], [1445,6.042765])]
[2737,WrappedArray([5642,8.006389], [5328,7.895784], [1319,7.6038003], [540,7.2165575], [2400,7.059806], [4597,7.0521417], [1309,6.7331333], [2362,6.725518], [1596,6.5492783], [1070,6.488968])]
[38,WrappedArray([4504,8.630463], [805,7.810978], [5320,7.6293354], [2713,7.5416636], [421,7.5195374], [1460,7.470184], [1659,7.408344], [4216,7.3675222], [6031,7.030084], [572,6.7400923])]
[418,WrappedArray([4056,13.801676], [540,11.578861], [1445,10.885178], [341,9.984065], [3076,9.837199], [4028,9.775516], [5328,9.2735405], [5052,9.207083], [3548,8.937951], [5756,8.829309])]
[1918,WrappedArray([6031,6.233581], [4583,6.202221], [1070,5.4800034], [2441,5.3970385], [3254,5.3386273], [3979,5.3276377], [640,5.3227267], [3222,5.306791], [101,5.287945], [1751,5.259896])]
[1809,WrappedArray([2640,14.340052], [4565,11.484841], [4672,11.387349], [653,11.270688], [1596,10.93175], [4751,10.837918], [1213,10.654886], [5719,10.534881], [4441,10.329401], [41,10.218428])]
[2679,WrappedArray([2269,5.070637], [2930,4.963456], [1341,4.938805], [535,4.889215], [1417,4.855105], [4,4.854175], [126,4.83375], [2587,4.785168], [4069,4.7478347], [5116,4.73966])]
[2719,WrappedArray([4583,6.402871], [6031,5.6241355], [89,5.392424], [5320,4.8617916], [3222,4.8163676], [3151,4.7669296], [4143,4.7379394], [2983,4.718972], [1277,4.7015653], [2329,4.5441236])]
[2889,WrappedArray([2160,6.768693], [448,6.3157907], [640,6.13164], [5297,5.9745407], [2821,5.962488], [3222,5.8721185], [4545,5.755317], [3725,5.7513328], [5697,5.7484746], [2954,5.7075315])]
[510,WrappedArray([653,7.0791187], [5051,6.3805833], [5052,6.0385504], [2640,5.9715505], [898,5.8657255], [144,5.8137765], [2373,5.808122], [1385,5.76771], [4565,5.7613206], [4341,5.708022])]
[1760,WrappedArray([5328,6.03538], [2502,5.034123], [2364,4.938662], [1282,4.813366], [423,4.747049], [606,4.732028], [4657,4.4888525], [1111,4.4813123], [2707,4.3778267], [4630,4.3055015])]
